part_name,occurrences
42284_000_A01_1_DEBUG_VHB_COVER__BRAIN_PCBA__DROID__P2,1
42398_000_A01_1_INNER_VHB__LID_FLEX_HARNESS__DROID__P2,1
42399_000_B01_1_OUTER_VHB__LID_FLEX_HARNESS__DROID__P2,1
42410_000_A01_1_PSA__LID_FLEX_HARNESS__DROID__P2,1
43552_000_A02_1_CLEVIS__PARALAND_ASSY__DROID__P2,2
46292_000_A01_1_RTV160__CHILL__BRAIN__DROID__P2,5
46442_000_A01_1_PRESS_FIT_TO_SOLDERCUP_RECEPTACLE__1MM_PIN__22_26AWG,1
46442_000_A01_1_PRESS_FIT_TO_SOLDERCUP_RECEPTACLE__1MM_PIN__22_26AWG_1,1
46852_000_A01_1_CENTER_TUB_BUS_BAR_INSULATION__DROID__P2,4
46907_000_A01_1_BUSBAR_INSULATION__AMN_TO_REAR_LATERAL_THRUSTER__DROID__P2,3
46908_000_A01_1_BUSBAR_INSULATION__AMN_TO_MAIN_THRUSTER__DROID__P2,2
46909_000_A01_1_BUSBAR_INSULATION__BATTERY_TO_AMN_AND_FMN__DROID__P2,3
48962_000_A01_1_LIP__MAIN_MOTOR_MOUNT__DROID__P2,1
49241_000_A01_1_CABLE_GUIDE__GNSS__DROID,1
49241_000_A01_1_CABLE_GUIDE__GNSS__DROID_1,1
_32304_006_A01_1_LID_STRUCTURE_ASSY__DROID__P2,20
