catalog_index,group_name,clean_part_name,material_name
1659,Droid_Export_Attempt_8 35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 RES_0402_15,35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 RES_0402_15,Linked_Body__9_Material0
1660,Droid_Export_Attempt_8 35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 RES_0402_15,35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 RES_0402_15,IMPORTED1Material0
1661,Droid_Export_Attempt_8 35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 32263_000_2_RGB8421504_2,35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 32263_000_2_RGB8421504_2,1Material0
1662,Droid_Export_Attempt_8 35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 5829055760_3,35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 5829055760_3,___________O__1Material0
1663,Droid_Export_Attempt_8 35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 Extruded_25,35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 Extruded_25,ExtrudedMaterial0
1664,Droid_Export_Attempt_8 35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 Extruded_26,35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 Extruded_26,Extruded_26Material0
1665,Droid_Export_Attempt_8 35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 CAP_0603_2,35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 CAP_0603_2,___2Material0
1666,Droid_Export_Attempt_8 35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 CAP_0603_2,35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 CAP_0603_2,CAP_0603Material1
1667,Droid_Export_Attempt_8 35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 CAP_0603_2,35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 CAP_0603_2,___2Material0
1668,Droid_Export_Attempt_8 35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 Extruded_27,35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 Extruded_27,Extruded_26Material0
1669,Droid_Export_Attempt_8 35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 5829061040_13,35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 5829061040_13,___2Material0
1670,Droid_Export_Attempt_8 35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 CAP_0402_12,35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 CAP_0402_12,___2Material0
1671,Droid_Export_Attempt_8 35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 CAP_0402_12,35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 CAP_0402_12,CAP_0603Material1
1672,Droid_Export_Attempt_8 35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 CAP_0402_12,35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 CAP_0402_12,___2Material0
1673,Droid_Export_Attempt_8 35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 Terminals_5,35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 Terminals_5,IMPORTED1Material0
1674,Droid_Export_Attempt_8 35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 1_5,35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 1_5,1_2Material0
1675,Droid_Export_Attempt_8 35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 RES_0402_16,35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 RES_0402_16,Linked_Body__9_Material0
1676,Droid_Export_Attempt_8 35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 RES_0402_16,35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 RES_0402_16,RES_0402Material1
1677,Droid_Export_Attempt_8 35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 RES_0402_16,35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 RES_0402_16,Linked_Body__9_Material0
1678,Droid_Export_Attempt_8 35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 RES_0402_16,35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 RES_0402_16,RES_0402Material1
1679,Droid_Export_Attempt_8 35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 RES_0402_16,35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 RES_0402_16,Linked_Body__9_Material0
1680,Droid_Export_Attempt_8 35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 RES_0402_16,35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 RES_0402_16,RES_0402Material1
1681,Droid_Export_Attempt_8 35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 RES_0402_16,35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 RES_0402_16,Linked_Body__9_Material0
1682,Droid_Export_Attempt_8 35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 RES_0402_16,35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 RES_0402_16,RES_0402Material1
1683,Droid_Export_Attempt_8 35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 RES_0402_16,35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 RES_0402_16,Linked_Body__9_Material0
1684,Droid_Export_Attempt_8 35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 RES_0402_16,35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 RES_0402_16,RES_0402Material1
1685,Droid_Export_Attempt_8 35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 RES_0402_16,35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 RES_0402_16,Linked_Body__9_Material0
1686,Droid_Export_Attempt_8 35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 RES_0402_16,35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 RES_0402_16,RES_0402Material1
1687,Droid_Export_Attempt_8 35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 RES_0402_16,35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 RES_0402_16,Linked_Body__9_Material0
1688,Droid_Export_Attempt_8 35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 RES_0402_16,35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 RES_0402_16,RES_0402Material1
1689,Droid_Export_Attempt_8 35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 RES_0402_16,35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 RES_0402_16,Linked_Body__9_Material0
1690,Droid_Export_Attempt_8 35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 RES_0402_16,35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 RES_0402_16,IMPORTED1Material0
1691,Droid_Export_Attempt_8 35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 RES_0402_16,35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 RES_0402_16,Linked_Body__9_Material0
1692,Droid_Export_Attempt_8 35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 RES_0402_16,35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 RES_0402_16,IMPORTED1Material0
1693,Droid_Export_Attempt_8 35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 RES_0402_16,35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 RES_0402_16,Linked_Body__9_Material0
1694,Droid_Export_Attempt_8 35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 RES_0402_16,35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 RES_0402_16,IMPORTED1Material0
1695,Droid_Export_Attempt_8 35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 RES_0402_16,35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 RES_0402_16,Linked_Body__9_Material0
1696,Droid_Export_Attempt_8 35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 RES_0402_16,35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 RES_0402_16,IMPORTED1Material0
1697,Droid_Export_Attempt_8 35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 RES_0402_17,35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 RES_0402_17,Linked_Body__9_Material0
1698,Droid_Export_Attempt_8 35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 RES_0402_17,35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 RES_0402_17,RES_0402Material1
1699,Droid_Export_Attempt_8 35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 RES_0402_17,35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 RES_0402_17,Linked_Body__9_Material0
1700,Droid_Export_Attempt_8 35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 RES_0402_17,35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 RES_0402_17,RES_0402Material1
1701,Droid_Export_Attempt_8 35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 RES_0402_17,35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 RES_0402_17,Linked_Body__9_Material0
1702,Droid_Export_Attempt_8 35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 RES_0402_17,35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 RES_0402_17,RES_0402Material1
1703,Droid_Export_Attempt_8 35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 RES_0402_17,35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 RES_0402_17,Linked_Body__9_Material0
1704,Droid_Export_Attempt_8 35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 RES_0402_17,35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 RES_0402_17,RES_0402Material1
1705,Droid_Export_Attempt_8 35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 RES_0402_17,35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 RES_0402_17,Linked_Body__9_Material0
1706,Droid_Export_Attempt_8 35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 RES_0402_17,35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 RES_0402_17,RES_0402Material1
1707,Droid_Export_Attempt_8 35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 RES_0402_17,35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 RES_0402_17,Linked_Body__9_Material0
1708,Droid_Export_Attempt_8 35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 RES_0402_17,35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 RES_0402_17,RES_0402Material1
1709,Droid_Export_Attempt_8 35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 RES_0402_17,35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 RES_0402_17,Linked_Body__9_Material0
1710,Droid_Export_Attempt_8 35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 RES_0402_17,35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 RES_0402_17,RES_0402Material1
1711,Droid_Export_Attempt_8 35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 RES_0402_17,35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 RES_0402_17,Linked_Body__9_Material0
1712,Droid_Export_Attempt_8 35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 RES_0402_17,35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 RES_0402_17,IMPORTED1Material0
1713,Droid_Export_Attempt_8 35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 RES_0402_17,35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 RES_0402_17,Linked_Body__9_Material0
1714,Droid_Export_Attempt_8 35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 RES_0402_17,35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 RES_0402_17,IMPORTED1Material0
1715,Droid_Export_Attempt_8 35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 RES_0402_17,35000_017_A02_1_DROID_BODY__DROID__P2 25455_002_E01_1_FLEX_AND_AMN_ASSY__DROID__P2 25452_002_E01_1_COATED_PCBA__AFT_MOTOR_NODE__DROID__P2 RES_0402_17,Linked_Body__9_Material0
