catalog_index,group_name,clean_part_name,material_name
10454,Droid_Export_Attempt_8 31920_003_A01_1_BRAIN__LRU__DROID__P2 23021_004_A01_1_ACTIVELY_ALIGNED_ASSY__BRAIN_PCBA__DROID__P2 32182_002_A01_1_BRAIN_BOARD__COATED__DROID__P2 23011_002_E01_1_PCBA__DROID_BRAIN Extruded_326,31920_003_A01_1_BRAIN__LRU__DROID__P2 23021_004_A01_1_ACTIVELY_ALIGNED_ASSY__BRAIN_PCBA__DROID__P2 32182_002_A01_1_BRAIN_BOARD__COATED__DROID__P2 23011_002_E01_1_PCBA__DROID_BRAIN Extruded_326,Extruded_5Material0
10455,Droid_Export_Attempt_8 31920_003_A01_1_BRAIN__LRU__DROID__P2 23021_004_A01_1_ACTIVELY_ALIGNED_ASSY__BRAIN_PCBA__DROID__P2 32182_002_A01_1_BRAIN_BOARD__COATED__DROID__P2 23011_002_E01_1_PCBA__DROID_BRAIN Extruded_327,31920_003_A01_1_BRAIN__LRU__DROID__P2 23021_004_A01_1_ACTIVELY_ALIGNED_ASSY__BRAIN_PCBA__DROID__P2 32182_002_A01_1_BRAIN_BOARD__COATED__DROID__P2 23011_002_E01_1_PCBA__DROID_BRAIN Extruded_327,Extruded_5Material0
10456,Droid_Export_Attempt_8 31920_003_A01_1_BRAIN__LRU__DROID__P2 23021_004_A01_1_ACTIVELY_ALIGNED_ASSY__BRAIN_PCBA__DROID__P2 32182_002_A01_1_BRAIN_BOARD__COATED__DROID__P2 23011_002_E01_1_PCBA__DROID_BRAIN Extruded_328,31920_003_A01_1_BRAIN__LRU__DROID__P2 23021_004_A01_1_ACTIVELY_ALIGNED_ASSY__BRAIN_PCBA__DROID__P2 32182_002_A01_1_BRAIN_BOARD__COATED__DROID__P2 23011_002_E01_1_PCBA__DROID_BRAIN Extruded_328,Extruded_5Material0
10457,Droid_Export_Attempt_8 31920_003_A01_1_BRAIN__LRU__DROID__P2 23021_004_A01_1_ACTIVELY_ALIGNED_ASSY__BRAIN_PCBA__DROID__P2 32182_002_A01_1_BRAIN_BOARD__COATED__DROID__P2 23011_002_E01_1_PCBA__DROID_BRAIN Extruded_329,31920_003_A01_1_BRAIN__LRU__DROID__P2 23021_004_A01_1_ACTIVELY_ALIGNED_ASSY__BRAIN_PCBA__DROID__P2 32182_002_A01_1_BRAIN_BOARD__COATED__DROID__P2 23011_002_E01_1_PCBA__DROID_BRAIN Extruded_329,ExtrudedMaterial0
10458,Droid_Export_Attempt_8 31920_003_A01_1_BRAIN__LRU__DROID__P2 23021_004_A01_1_ACTIVELY_ALIGNED_ASSY__BRAIN_PCBA__DROID__P2 32182_002_A01_1_BRAIN_BOARD__COATED__DROID__P2 23011_002_E01_1_PCBA__DROID_BRAIN Extruded_330,31920_003_A01_1_BRAIN__LRU__DROID__P2 23021_004_A01_1_ACTIVELY_ALIGNED_ASSY__BRAIN_PCBA__DROID__P2 32182_002_A01_1_BRAIN_BOARD__COATED__DROID__P2 23011_002_E01_1_PCBA__DROID_BRAIN Extruded_330,Extruded_5Material0
10459,Droid_Export_Attempt_8 31920_003_A01_1_BRAIN__LRU__DROID__P2 23021_004_A01_1_ACTIVELY_ALIGNED_ASSY__BRAIN_PCBA__DROID__P2 32182_002_A01_1_BRAIN_BOARD__COATED__DROID__P2 23011_002_E01_1_PCBA__DROID_BRAIN SMTSO_M1_6_2ET_PennEngineering_3D_05_18_2023_2,31920_003_A01_1_BRAIN__LRU__DROID__P2 23021_004_A01_1_ACTIVELY_ALIGNED_ASSY__BRAIN_PCBA__DROID__P2 32182_002_A01_1_BRAIN_BOARD__COATED__DROID__P2 23011_002_E01_1_PCBA__DROID_BRAIN SMTSO_M1_6_2ET_PennEngineering_3D_05_18_2023_2,1Material0
10460,Droid_Export_Attempt_8 31920_003_A01_1_BRAIN__LRU__DROID__P2 23021_004_A01_1_ACTIVELY_ALIGNED_ASSY__BRAIN_PCBA__DROID__P2 32182_002_A01_1_BRAIN_BOARD__COATED__DROID__P2 23011_002_E01_1_PCBA__DROID_BRAIN SMTSO_M1_6_2ET_PennEngineering_3D_05_18_2023_2,31920_003_A01_1_BRAIN__LRU__DROID__P2 23021_004_A01_1_ACTIVELY_ALIGNED_ASSY__BRAIN_PCBA__DROID__P2 32182_002_A01_1_BRAIN_BOARD__COATED__DROID__P2 23011_002_E01_1_PCBA__DROID_BRAIN SMTSO_M1_6_2ET_PennEngineering_3D_05_18_2023_2,1Material1
10461,Droid_Export_Attempt_8 31920_003_A01_1_BRAIN__LRU__DROID__P2 23021_004_A01_1_ACTIVELY_ALIGNED_ASSY__BRAIN_PCBA__DROID__P2 32182_002_A01_1_BRAIN_BOARD__COATED__DROID__P2 23011_002_E01_1_PCBA__DROID_BRAIN SMTSO_M1_6_2ET_PennEngineering_3D_05_18_2023_2,31920_003_A01_1_BRAIN__LRU__DROID__P2 23021_004_A01_1_ACTIVELY_ALIGNED_ASSY__BRAIN_PCBA__DROID__P2 32182_002_A01_1_BRAIN_BOARD__COATED__DROID__P2 23011_002_E01_1_PCBA__DROID_BRAIN SMTSO_M1_6_2ET_PennEngineering_3D_05_18_2023_2,1Material0
10462,Droid_Export_Attempt_8 31920_003_A01_1_BRAIN__LRU__DROID__P2 23021_004_A01_1_ACTIVELY_ALIGNED_ASSY__BRAIN_PCBA__DROID__P2 32182_002_A01_1_BRAIN_BOARD__COATED__DROID__P2 23011_002_E01_1_PCBA__DROID_BRAIN DLW43MH201XK2K__3DModel_STEP_1_14,31920_003_A01_1_BRAIN__LRU__DROID__P2 23021_004_A01_1_ACTIVELY_ALIGNED_ASSY__BRAIN_PCBA__DROID__P2 32182_002_A01_1_BRAIN_BOARD__COATED__DROID__P2 23011_002_E01_1_PCBA__DROID_BRAIN DLW43MH201XK2K__3DModel_STEP_1_14,IMPORTED1Material0
10463,Droid_Export_Attempt_8 31920_003_A01_1_BRAIN__LRU__DROID__P2 23021_004_A01_1_ACTIVELY_ALIGNED_ASSY__BRAIN_PCBA__DROID__P2 32182_002_A01_1_BRAIN_BOARD__COATED__DROID__P2 23011_002_E01_1_PCBA__DROID_BRAIN Extruded_331,31920_003_A01_1_BRAIN__LRU__DROID__P2 23021_004_A01_1_ACTIVELY_ALIGNED_ASSY__BRAIN_PCBA__DROID__P2 32182_002_A01_1_BRAIN_BOARD__COATED__DROID__P2 23011_002_E01_1_PCBA__DROID_BRAIN Extruded_331,Extruded_5Material0
10464,Droid_Export_Attempt_8 31920_003_A01_1_BRAIN__LRU__DROID__P2 23021_004_A01_1_ACTIVELY_ALIGNED_ASSY__BRAIN_PCBA__DROID__P2 32182_002_A01_1_BRAIN_BOARD__COATED__DROID__P2 23011_002_E01_1_PCBA__DROID_BRAIN Leader_20,31920_003_A01_1_BRAIN__LRU__DROID__P2 23021_004_A01_1_ACTIVELY_ALIGNED_ASSY__BRAIN_PCBA__DROID__P2 32182_002_A01_1_BRAIN_BOARD__COATED__DROID__P2 23011_002_E01_1_PCBA__DROID_BRAIN Leader_20,IMPORTED1Material0
10465,Droid_Export_Attempt_8 31920_003_A01_1_BRAIN__LRU__DROID__P2 23021_004_A01_1_ACTIVELY_ALIGNED_ASSY__BRAIN_PCBA__DROID__P2 32182_002_A01_1_BRAIN_BOARD__COATED__DROID__P2 23011_002_E01_1_PCBA__DROID_BRAIN Extruded_332,31920_003_A01_1_BRAIN__LRU__DROID__P2 23021_004_A01_1_ACTIVELY_ALIGNED_ASSY__BRAIN_PCBA__DROID__P2 32182_002_A01_1_BRAIN_BOARD__COATED__DROID__P2 23011_002_E01_1_PCBA__DROID_BRAIN Extruded_332,Extruded_5Material0
10466,Droid_Export_Attempt_8 31920_003_A01_1_BRAIN__LRU__DROID__P2 23021_004_A01_1_ACTIVELY_ALIGNED_ASSY__BRAIN_PCBA__DROID__P2 32182_002_A01_1_BRAIN_BOARD__COATED__DROID__P2 23011_002_E01_1_PCBA__DROID_BRAIN Extruded_333,31920_003_A01_1_BRAIN__LRU__DROID__P2 23021_004_A01_1_ACTIVELY_ALIGNED_ASSY__BRAIN_PCBA__DROID__P2 32182_002_A01_1_BRAIN_BOARD__COATED__DROID__P2 23011_002_E01_1_PCBA__DROID_BRAIN Extruded_333,ExtrudedMaterial0
10467,Droid_Export_Attempt_8 31920_003_A01_1_BRAIN__LRU__DROID__P2 23021_004_A01_1_ACTIVELY_ALIGNED_ASSY__BRAIN_PCBA__DROID__P2 32182_002_A01_1_BRAIN_BOARD__COATED__DROID__P2 23011_002_E01_1_PCBA__DROID_BRAIN Xilinx_Logo_3,31920_003_A01_1_BRAIN__LRU__DROID__P2 23021_004_A01_1_ACTIVELY_ALIGNED_ASSY__BRAIN_PCBA__DROID__P2 32182_002_A01_1_BRAIN_BOARD__COATED__DROID__P2 23011_002_E01_1_PCBA__DROID_BRAIN Xilinx_Logo_3,Linked_Body__9_Material0
10468,Droid_Export_Attempt_8 31920_003_A01_1_BRAIN__LRU__DROID__P2 23021_004_A01_1_ACTIVELY_ALIGNED_ASSY__BRAIN_PCBA__DROID__P2 32182_002_A01_1_BRAIN_BOARD__COATED__DROID__P2 23011_002_E01_1_PCBA__DROID_BRAIN RES0201_13,31920_003_A01_1_BRAIN__LRU__DROID__P2 23021_004_A01_1_ACTIVELY_ALIGNED_ASSY__BRAIN_PCBA__DROID__P2 32182_002_A01_1_BRAIN_BOARD__COATED__DROID__P2 23011_002_E01_1_PCBA__DROID_BRAIN RES0201_13,RES_0402Material1
10469,Droid_Export_Attempt_8 31920_003_A01_1_BRAIN__LRU__DROID__P2 23021_004_A01_1_ACTIVELY_ALIGNED_ASSY__BRAIN_PCBA__DROID__P2 32182_002_A01_1_BRAIN_BOARD__COATED__DROID__P2 23011_002_E01_1_PCBA__DROID_BRAIN RES0201_13,31920_003_A01_1_BRAIN__LRU__DROID__P2 23021_004_A01_1_ACTIVELY_ALIGNED_ASSY__BRAIN_PCBA__DROID__P2 32182_002_A01_1_BRAIN_BOARD__COATED__DROID__P2 23011_002_E01_1_PCBA__DROID_BRAIN RES0201_13,Linked_Body__9_Material0
10470,Droid_Export_Attempt_8 31920_003_A01_1_BRAIN__LRU__DROID__P2 23021_004_A01_1_ACTIVELY_ALIGNED_ASSY__BRAIN_PCBA__DROID__P2 32182_002_A01_1_BRAIN_BOARD__COATED__DROID__P2 23011_002_E01_1_PCBA__DROID_BRAIN RES0201_13,31920_003_A01_1_BRAIN__LRU__DROID__P2 23021_004_A01_1_ACTIVELY_ALIGNED_ASSY__BRAIN_PCBA__DROID__P2 32182_002_A01_1_BRAIN_BOARD__COATED__DROID__P2 23011_002_E01_1_PCBA__DROID_BRAIN RES0201_13,RES_0402Material1
10471,Droid_Export_Attempt_8 31920_003_A01_1_BRAIN__LRU__DROID__P2 23021_004_A01_1_ACTIVELY_ALIGNED_ASSY__BRAIN_PCBA__DROID__P2 32182_002_A01_1_BRAIN_BOARD__COATED__DROID__P2 23011_002_E01_1_PCBA__DROID_BRAIN RES0201_13,31920_003_A01_1_BRAIN__LRU__DROID__P2 23021_004_A01_1_ACTIVELY_ALIGNED_ASSY__BRAIN_PCBA__DROID__P2 32182_002_A01_1_BRAIN_BOARD__COATED__DROID__P2 23011_002_E01_1_PCBA__DROID_BRAIN RES0201_13,Linked_Body__9_Material0
10472,Droid_Export_Attempt_8 31920_003_A01_1_BRAIN__LRU__DROID__P2 23021_004_A01_1_ACTIVELY_ALIGNED_ASSY__BRAIN_PCBA__DROID__P2 32182_002_A01_1_BRAIN_BOARD__COATED__DROID__P2 23011_002_E01_1_PCBA__DROID_BRAIN RES0201_13,31920_003_A01_1_BRAIN__LRU__DROID__P2 23021_004_A01_1_ACTIVELY_ALIGNED_ASSY__BRAIN_PCBA__DROID__P2 32182_002_A01_1_BRAIN_BOARD__COATED__DROID__P2 23011_002_E01_1_PCBA__DROID_BRAIN RES0201_13,RES_0402Material1
10473,Droid_Export_Attempt_8 31920_003_A01_1_BRAIN__LRU__DROID__P2 23021_004_A01_1_ACTIVELY_ALIGNED_ASSY__BRAIN_PCBA__DROID__P2 32182_002_A01_1_BRAIN_BOARD__COATED__DROID__P2 23011_002_E01_1_PCBA__DROID_BRAIN RES0201_13,31920_003_A01_1_BRAIN__LRU__DROID__P2 23021_004_A01_1_ACTIVELY_ALIGNED_ASSY__BRAIN_PCBA__DROID__P2 32182_002_A01_1_BRAIN_BOARD__COATED__DROID__P2 23011_002_E01_1_PCBA__DROID_BRAIN RES0201_13,Linked_Body__9_Material0
10474,Droid_Export_Attempt_8 31920_003_A01_1_BRAIN__LRU__DROID__P2 23021_004_A01_1_ACTIVELY_ALIGNED_ASSY__BRAIN_PCBA__DROID__P2 32182_002_A01_1_BRAIN_BOARD__COATED__DROID__P2 23011_002_E01_1_PCBA__DROID_BRAIN RES0201_13,31920_003_A01_1_BRAIN__LRU__DROID__P2 23021_004_A01_1_ACTIVELY_ALIGNED_ASSY__BRAIN_PCBA__DROID__P2 32182_002_A01_1_BRAIN_BOARD__COATED__DROID__P2 23011_002_E01_1_PCBA__DROID_BRAIN RES0201_13,RES_0402Material1
10475,Droid_Export_Attempt_8 31920_003_A01_1_BRAIN__LRU__DROID__P2 23021_004_A01_1_ACTIVELY_ALIGNED_ASSY__BRAIN_PCBA__DROID__P2 32182_002_A01_1_BRAIN_BOARD__COATED__DROID__P2 23011_002_E01_1_PCBA__DROID_BRAIN RES0201_13,31920_003_A01_1_BRAIN__LRU__DROID__P2 23021_004_A01_1_ACTIVELY_ALIGNED_ASSY__BRAIN_PCBA__DROID__P2 32182_002_A01_1_BRAIN_BOARD__COATED__DROID__P2 23011_002_E01_1_PCBA__DROID_BRAIN RES0201_13,Linked_Body__9_Material0
10476,Droid_Export_Attempt_8 31920_003_A01_1_BRAIN__LRU__DROID__P2 23021_004_A01_1_ACTIVELY_ALIGNED_ASSY__BRAIN_PCBA__DROID__P2 32182_002_A01_1_BRAIN_BOARD__COATED__DROID__P2 23011_002_E01_1_PCBA__DROID_BRAIN 5982922960_10,31920_003_A01_1_BRAIN__LRU__DROID__P2 23021_004_A01_1_ACTIVELY_ALIGNED_ASSY__BRAIN_PCBA__DROID__P2 32182_002_A01_1_BRAIN_BOARD__COATED__DROID__P2 23011_002_E01_1_PCBA__DROID_BRAIN 5982922960_10,___2Material0
10477,Droid_Export_Attempt_8 31920_003_A01_1_BRAIN__LRU__DROID__P2 23021_004_A01_1_ACTIVELY_ALIGNED_ASSY__BRAIN_PCBA__DROID__P2 32182_002_A01_1_BRAIN_BOARD__COATED__DROID__P2 23011_002_E01_1_PCBA__DROID_BRAIN Extruded_334,31920_003_A01_1_BRAIN__LRU__DROID__P2 23021_004_A01_1_ACTIVELY_ALIGNED_ASSY__BRAIN_PCBA__DROID__P2 32182_002_A01_1_BRAIN_BOARD__COATED__DROID__P2 23011_002_E01_1_PCBA__DROID_BRAIN Extruded_334,Extruded_5Material0
10478,Droid_Export_Attempt_8 31920_003_A01_1_BRAIN__LRU__DROID__P2 23021_004_A01_1_ACTIVELY_ALIGNED_ASSY__BRAIN_PCBA__DROID__P2 32182_002_A01_1_BRAIN_BOARD__COATED__DROID__P2 23011_002_E01_1_PCBA__DROID_BRAIN Extruded_335,31920_003_A01_1_BRAIN__LRU__DROID__P2 23021_004_A01_1_ACTIVELY_ALIGNED_ASSY__BRAIN_PCBA__DROID__P2 32182_002_A01_1_BRAIN_BOARD__COATED__DROID__P2 23011_002_E01_1_PCBA__DROID_BRAIN Extruded_335,Extruded_5Material0
10479,Droid_Export_Attempt_8 31920_003_A01_1_BRAIN__LRU__DROID__P2 23021_004_A01_1_ACTIVELY_ALIGNED_ASSY__BRAIN_PCBA__DROID__P2 32182_002_A01_1_BRAIN_BOARD__COATED__DROID__P2 23011_002_E01_1_PCBA__DROID_BRAIN Keystone_5015,31920_003_A01_1_BRAIN__LRU__DROID__P2 23021_004_A01_1_ACTIVELY_ALIGNED_ASSY__BRAIN_PCBA__DROID__P2 32182_002_A01_1_BRAIN_BOARD__COATED__DROID__P2 23011_002_E01_1_PCBA__DROID_BRAIN Keystone_5015,________3Material1
10480,Droid_Export_Attempt_8 31920_003_A01_1_BRAIN__LRU__DROID__P2 23021_004_A01_1_ACTIVELY_ALIGNED_ASSY__BRAIN_PCBA__DROID__P2 32182_002_A01_1_BRAIN_BOARD__COATED__DROID__P2 23011_002_E01_1_PCBA__DROID_BRAIN ICM_42688_P__3DModel_STEP_56544_7,31920_003_A01_1_BRAIN__LRU__DROID__P2 23021_004_A01_1_ACTIVELY_ALIGNED_ASSY__BRAIN_PCBA__DROID__P2 32182_002_A01_1_BRAIN_BOARD__COATED__DROID__P2 23011_002_E01_1_PCBA__DROID_BRAIN ICM_42688_P__3DModel_STEP_56544_7,ICM_42688_P__3DModel_STEP_56544Material0
10481,Droid_Export_Attempt_8 31920_003_A01_1_BRAIN__LRU__DROID__P2 23021_004_A01_1_ACTIVELY_ALIGNED_ASSY__BRAIN_PCBA__DROID__P2 32182_002_A01_1_BRAIN_BOARD__COATED__DROID__P2 23011_002_E01_1_PCBA__DROID_BRAIN Extruded_336,31920_003_A01_1_BRAIN__LRU__DROID__P2 23021_004_A01_1_ACTIVELY_ALIGNED_ASSY__BRAIN_PCBA__DROID__P2 32182_002_A01_1_BRAIN_BOARD__COATED__DROID__P2 23011_002_E01_1_PCBA__DROID_BRAIN Extruded_336,ExtrudedMaterial0
10482,Droid_Export_Attempt_8 31920_003_A01_1_BRAIN__LRU__DROID__P2 23021_004_A01_1_ACTIVELY_ALIGNED_ASSY__BRAIN_PCBA__DROID__P2 32182_002_A01_1_BRAIN_BOARD__COATED__DROID__P2 23011_002_E01_1_PCBA__DROID_BRAIN ICM_42688_P__3DModel_STEP_56544_8,31920_003_A01_1_BRAIN__LRU__DROID__P2 23021_004_A01_1_ACTIVELY_ALIGNED_ASSY__BRAIN_PCBA__DROID__P2 32182_002_A01_1_BRAIN_BOARD__COATED__DROID__P2 23011_002_E01_1_PCBA__DROID_BRAIN ICM_42688_P__3DModel_STEP_56544_8,ICM_42688_P__3DModel_STEP_56544Material0
10483,Droid_Export_Attempt_8 31920_003_A01_1_BRAIN__LRU__DROID__P2 23021_004_A01_1_ACTIVELY_ALIGNED_ASSY__BRAIN_PCBA__DROID__P2 32182_002_A01_1_BRAIN_BOARD__COATED__DROID__P2 23011_002_E01_1_PCBA__DROID_BRAIN LG69T_14,31920_003_A01_1_BRAIN__LRU__DROID__P2 23021_004_A01_1_ACTIVELY_ALIGNED_ASSY__BRAIN_PCBA__DROID__P2 32182_002_A01_1_BRAIN_BOARD__COATED__DROID__P2 23011_002_E01_1_PCBA__DROID_BRAIN LG69T_14,Extrude__2__3Material0
10484,Droid_Export_Attempt_8 31920_003_A01_1_BRAIN__LRU__DROID__P2 23021_004_A01_1_ACTIVELY_ALIGNED_ASSY__BRAIN_PCBA__DROID__P2 32182_002_A01_1_BRAIN_BOARD__COATED__DROID__P2 23011_002_E01_1_PCBA__DROID_BRAIN 1_51,31920_003_A01_1_BRAIN__LRU__DROID__P2 23021_004_A01_1_ACTIVELY_ALIGNED_ASSY__BRAIN_PCBA__DROID__P2 32182_002_A01_1_BRAIN_BOARD__COATED__DROID__P2 23011_002_E01_1_PCBA__DROID_BRAIN 1_51,1_2Material0
10485,Droid_Export_Attempt_8 31920_003_A01_1_BRAIN__LRU__DROID__P2 23021_004_A01_1_ACTIVELY_ALIGNED_ASSY__BRAIN_PCBA__DROID__P2 32182_002_A01_1_BRAIN_BOARD__COATED__DROID__P2 23011_002_E01_1_PCBA__DROID_BRAIN Extruded_337,31920_003_A01_1_BRAIN__LRU__DROID__P2 23021_004_A01_1_ACTIVELY_ALIGNED_ASSY__BRAIN_PCBA__DROID__P2 32182_002_A01_1_BRAIN_BOARD__COATED__DROID__P2 23011_002_E01_1_PCBA__DROID_BRAIN Extruded_337,Extruded_5Material0
10486,Droid_Export_Attempt_8 31920_003_A01_1_BRAIN__LRU__DROID__P2 23021_004_A01_1_ACTIVELY_ALIGNED_ASSY__BRAIN_PCBA__DROID__P2 32182_002_A01_1_BRAIN_BOARD__COATED__DROID__P2 23011_002_E01_1_PCBA__DROID_BRAIN Leader_21,31920_003_A01_1_BRAIN__LRU__DROID__P2 23021_004_A01_1_ACTIVELY_ALIGNED_ASSY__BRAIN_PCBA__DROID__P2 32182_002_A01_1_BRAIN_BOARD__COATED__DROID__P2 23011_002_E01_1_PCBA__DROID_BRAIN Leader_21,IMPORTED1Material0
10487,Droid_Export_Attempt_8 31920_003_A01_1_BRAIN__LRU__DROID__P2 23021_004_A01_1_ACTIVELY_ALIGNED_ASSY__BRAIN_PCBA__DROID__P2 32182_002_A01_1_BRAIN_BOARD__COATED__DROID__P2 23011_002_E01_1_PCBA__DROID_BRAIN 5982922960_11,31920_003_A01_1_BRAIN__LRU__DROID__P2 23021_004_A01_1_ACTIVELY_ALIGNED_ASSY__BRAIN_PCBA__DROID__P2 32182_002_A01_1_BRAIN_BOARD__COATED__DROID__P2 23011_002_E01_1_PCBA__DROID_BRAIN 5982922960_11,___2Material0
10488,Droid_Export_Attempt_8 31920_003_A01_1_BRAIN__LRU__DROID__P2 23021_004_A01_1_ACTIVELY_ALIGNED_ASSY__BRAIN_PCBA__DROID__P2 32182_002_A01_1_BRAIN_BOARD__COATED__DROID__P2 23011_002_E01_1_PCBA__DROID_BRAIN Open_CASCADE_STEP_translator_7_5_1_4_1_8,31920_003_A01_1_BRAIN__LRU__DROID__P2 23021_004_A01_1_ACTIVELY_ALIGNED_ASSY__BRAIN_PCBA__DROID__P2 32182_002_A01_1_BRAIN_BOARD__COATED__DROID__P2 23011_002_E01_1_PCBA__DROID_BRAIN Open_CASCADE_STEP_translator_7_5_1_4_1_8,IMPORTED1Material0
10489,Droid_Export_Attempt_8 31920_003_A01_1_BRAIN__LRU__DROID__P2 23021_004_A01_1_ACTIVELY_ALIGNED_ASSY__BRAIN_PCBA__DROID__P2 32182_002_A01_1_BRAIN_BOARD__COATED__DROID__P2 23011_002_E01_1_PCBA__DROID_BRAIN Open_CASCADE_STEP_translator_7_5_15_4_1_2,31920_003_A01_1_BRAIN__LRU__DROID__P2 23021_004_A01_1_ACTIVELY_ALIGNED_ASSY__BRAIN_PCBA__DROID__P2 32182_002_A01_1_BRAIN_BOARD__COATED__DROID__P2 23011_002_E01_1_PCBA__DROID_BRAIN Open_CASCADE_STEP_translator_7_5_15_4_1_2,IMPORTED1Material0
10490,Droid_Export_Attempt_8 31920_003_A01_1_BRAIN__LRU__DROID__P2 23021_004_A01_1_ACTIVELY_ALIGNED_ASSY__BRAIN_PCBA__DROID__P2 32182_002_A01_1_BRAIN_BOARD__COATED__DROID__P2 23011_002_E01_1_PCBA__DROID_BRAIN Open_CASCADE_STEP_translator_7_5_1_4_1_9,31920_003_A01_1_BRAIN__LRU__DROID__P2 23021_004_A01_1_ACTIVELY_ALIGNED_ASSY__BRAIN_PCBA__DROID__P2 32182_002_A01_1_BRAIN_BOARD__COATED__DROID__P2 23011_002_E01_1_PCBA__DROID_BRAIN Open_CASCADE_STEP_translator_7_5_1_4_1_9,IMPORTED1Material0
10491,Droid_Export_Attempt_8 31920_003_A01_1_BRAIN__LRU__DROID__P2 23021_004_A01_1_ACTIVELY_ALIGNED_ASSY__BRAIN_PCBA__DROID__P2 32182_002_A01_1_BRAIN_BOARD__COATED__DROID__P2 23011_002_E01_1_PCBA__DROID_BRAIN Open_CASCADE_STEP_translator_7_5_7_4_1_2,31920_003_A01_1_BRAIN__LRU__DROID__P2 23021_004_A01_1_ACTIVELY_ALIGNED_ASSY__BRAIN_PCBA__DROID__P2 32182_002_A01_1_BRAIN_BOARD__COATED__DROID__P2 23011_002_E01_1_PCBA__DROID_BRAIN Open_CASCADE_STEP_translator_7_5_7_4_1_2,IMPORTED1Material0
10492,Droid_Export_Attempt_8 31920_003_A01_1_BRAIN__LRU__DROID__P2 23021_004_A01_1_ACTIVELY_ALIGNED_ASSY__BRAIN_PCBA__DROID__P2 32182_002_A01_1_BRAIN_BOARD__COATED__DROID__P2 23011_002_E01_1_PCBA__DROID_BRAIN Extruded_338,31920_003_A01_1_BRAIN__LRU__DROID__P2 23021_004_A01_1_ACTIVELY_ALIGNED_ASSY__BRAIN_PCBA__DROID__P2 32182_002_A01_1_BRAIN_BOARD__COATED__DROID__P2 23011_002_E01_1_PCBA__DROID_BRAIN Extruded_338,ExtrudedMaterial0
10493,Droid_Export_Attempt_8 31920_003_A01_1_BRAIN__LRU__DROID__P2 23021_004_A01_1_ACTIVELY_ALIGNED_ASSY__BRAIN_PCBA__DROID__P2 32182_002_A01_1_BRAIN_BOARD__COATED__DROID__P2 23011_002_E01_1_PCBA__DROID_BRAIN 4_26,31920_003_A01_1_BRAIN__LRU__DROID__P2 23021_004_A01_1_ACTIVELY_ALIGNED_ASSY__BRAIN_PCBA__DROID__P2 32182_002_A01_1_BRAIN_BOARD__COATED__DROID__P2 23011_002_E01_1_PCBA__DROID_BRAIN 4_26,Linked_Body__9_Material0
10494,Droid_Export_Attempt_8 31920_003_A01_1_BRAIN__LRU__DROID__P2 23021_004_A01_1_ACTIVELY_ALIGNED_ASSY__BRAIN_PCBA__DROID__P2 32182_002_A01_1_BRAIN_BOARD__COATED__DROID__P2 23011_002_E01_1_PCBA__DROID_BRAIN LG69T_15,31920_003_A01_1_BRAIN__LRU__DROID__P2 23021_004_A01_1_ACTIVELY_ALIGNED_ASSY__BRAIN_PCBA__DROID__P2 32182_002_A01_1_BRAIN_BOARD__COATED__DROID__P2 23011_002_E01_1_PCBA__DROID_BRAIN LG69T_15,Extrude__2__3Material0
10495,Droid_Export_Attempt_8 31920_003_A01_1_BRAIN__LRU__DROID__P2 23021_004_A01_1_ACTIVELY_ALIGNED_ASSY__BRAIN_PCBA__DROID__P2 32182_002_A01_1_BRAIN_BOARD__COATED__DROID__P2 23011_002_E01_1_PCBA__DROID_BRAIN Extruded_339,31920_003_A01_1_BRAIN__LRU__DROID__P2 23021_004_A01_1_ACTIVELY_ALIGNED_ASSY__BRAIN_PCBA__DROID__P2 32182_002_A01_1_BRAIN_BOARD__COATED__DROID__P2 23011_002_E01_1_PCBA__DROID_BRAIN Extruded_339,Extruded_5Material0
10496,Droid_Export_Attempt_8 31920_003_A01_1_BRAIN__LRU__DROID__P2 23021_004_A01_1_ACTIVELY_ALIGNED_ASSY__BRAIN_PCBA__DROID__P2 32182_002_A01_1_BRAIN_BOARD__COATED__DROID__P2 23011_002_E01_1_PCBA__DROID_BRAIN Extruded_340,31920_003_A01_1_BRAIN__LRU__DROID__P2 23021_004_A01_1_ACTIVELY_ALIGNED_ASSY__BRAIN_PCBA__DROID__P2 32182_002_A01_1_BRAIN_BOARD__COATED__DROID__P2 23011_002_E01_1_PCBA__DROID_BRAIN Extruded_340,Extruded_5Material0
10497,Droid_Export_Attempt_8 31920_003_A01_1_BRAIN__LRU__DROID__P2 23021_004_A01_1_ACTIVELY_ALIGNED_ASSY__BRAIN_PCBA__DROID__P2 32182_002_A01_1_BRAIN_BOARD__COATED__DROID__P2 23011_002_E01_1_PCBA__DROID_BRAIN SC70_3,31920_003_A01_1_BRAIN__LRU__DROID__P2 23021_004_A01_1_ACTIVELY_ALIGNED_ASSY__BRAIN_PCBA__DROID__P2 32182_002_A01_1_BRAIN_BOARD__COATED__DROID__P2 23011_002_E01_1_PCBA__DROID_BRAIN SC70_3,RES_0402Material1
